,Id,predictions
3531,19061,0
281,18862,1
280,5211,0
58,8934,0
5243,21421,0
1929,3842,0
2753,14770,1
3452,15303,0
3817,20722,0
1682,17431,0
1865,15298,0
4303,2500,0
1940,23475,0
2237,2212,0
3060,15677,0
2233,19332,0
1766,5389,0
2375,13747,0
4546,19116,0
307,18890,0
1964,3779,0
4510,20398,0
3708,9120,0
1755,9569,0
2173,17485,1
2725,24914,0
243,11641,0
1362,18635,0
4065,12119,0
604,13658,0
1804,19356,0
4200,15979,0
935,8299,0
2391,19036,0
4597,10785,1
1446,19835,0
1965,17757,1
5253,24665,0
2897,18333,0
3423,5179,0
3938,21010,0
4636,24451,0
2845,13047,0
4904,21692,0
1046,3569,0
4829,15531,0
518,15532,0
21,86,0
1141,21171,0
4077,20687,0
427,23721,0
3793,1293,0
2485,5390,0
418,17299,0
2157,19110,1
1497,14415,0
3955,23518,0
3393,522,0
1466,12471,0
1143,22243,0
1916,4493,0
150,17070,0
4571,10008,0
1199,4730,0
3908,19629,0
1339,14372,0
2096,8870,0
1750,13934,0
4542,3042,0
3700,17657,0
2297,2147,0
3053,20334,0
3767,26612,1
3156,1102,0
2993,7647,0
3750,20657,0
1191,16930,0
3751,3289,0
2273,4452,0
5015,10076,0
582,8582,0
343,4969,0
1094,8632,1
1798,6650,0
662,382,0
3862,17538,0
1051,16817,0
1860,13678,0
1582,22249,0
1281,8103,0
66,21242,0
4708,22961,0
3919,19047,0
851,15209,0
4814,23952,0
1912,14174,0
4308,26491,0
5174,10858,0
3090,14185,0
1608,14199,0
792,24727,0
1148,7202,1
3158,7103,0
4357,15424,0
1731,24072,0
4488,19799,0
2259,19370,0
513,8123,0
2771,14927,0
2087,13640,0
2949,12066,0
1795,2104,0
4824,13295,0
2879,16855,0
217,17572,0
1719,5313,0
4378,2940,0
73,13460,0
2621,1051,0
4541,4747,0
3583,10470,0
3546,19245,0
5057,6055,0
858,828,0
723,4299,0
3021,18123,0
2029,5728,0
1993,7020,0
1337,16694,0
3315,3575,0
1151,545,0
109,5467,0
1367,23982,0
4132,12064,1
4315,23490,0
1052,22759,0
5025,18060,0
653,25205,0
4965,16119,0
398,18241,0
2194,19539,0
4361,25155,0
4168,1087,0
5048,18022,0
1202,23658,1
124,8126,0
2631,12097,0
3319,9453,0
984,23513,1
4996,23487,0
3936,25212,0
3837,21506,0
1402,20151,0
1309,12385,0
356,3613,0
3508,23049,0
3566,22754,0
2339,21941,0
1894,25233,0
3881,18189,0
1526,24965,0
2138,24264,0
1259,15124,0
1072,3195,0
1628,2222,0
3504,14696,0
2376,7465,0
2412,7607,0
5222,8730,0
2374,19237,0
1073,8622,0
3102,22518,0
5190,4464,0
3035,10676,0
3277,20734,0
2062,6685,0
4156,9009,0
923,25363,0
1425,4974,0
505,21097,0
3557,24327,0
4957,8938,0
1231,20785,0
1792,24498,0
5078,24906,0
2196,19435,0
4163,9762,0
540,4929,1
2488,22322,0
3871,3024,0
1788,7189,0
1088,2108,0
602,14895,0
3339,18723,0
1322,28,0
1636,15623,0
552,1755,0
3152,1446,0
3723,18659,0
1842,18442,0
3572,12158,0
919,10889,0
4469,7545,0
2384,7192,0
865,25879,1
5097,11324,0
2683,23580,0
619,2707,0
5024,23992,0
1936,10202,0
2929,11626,0
5310,19738,0
402,5143,0
86,13979,1
1814,20787,0
4652,15858,0
1881,24106,0
2545,2537,0
3368,8761,0
1350,22595,0
3850,3378,0
571,1343,0
5138,24192,0
2754,17482,0
3918,16000,0
3394,7553,0
2063,7476,0
4859,26426,0
5269,19327,0
4124,17651,0
4207,19158,0
271,10742,0
1571,19123,0
2738,15685,0
3091,9473,0
4080,26631,0
2512,9895,0
4590,18805,0
5041,19508,0
76,8835,0
4338,17444,0
3899,11110,0
982,17490,0
1716,14905,0
533,5541,0
752,13684,0
3291,21476,0
610,14152,0
1254,8527,0
1399,17667,0
2294,20779,0
4646,5619,0
2850,20918,0
2856,25960,0
878,8985,0
186,22089,0
1621,13930,0
10,17919,0
5002,10138,0
5146,2476,0
3330,11406,0
3025,13107,0
519,15208,0
4948,25561,0
1491,23550,0
977,24922,0
3240,5855,0
1160,9506,0
4920,4714,0
3937,21348,0
667,13830,0
3239,2848,1
2635,20170,0
3920,574,0
4626,16668,0
1722,17082,0
4134,126,0
4744,23273,0
4251,6269,1
1029,16166,0
313,18729,0
463,19269,0
1456,9604,0
1876,26588,0
4717,15854,0
4938,20769,0
1782,6507,0
1049,24971,0
4680,3603,0
3903,20519,0
1704,24822,1
1781,5246,0
651,15640,0
3346,24170,0
2692,11670,0
2122,2705,0
2386,5544,0
4966,24563,0
943,19487,0
2898,22035,0
287,20745,0
2607,17226,0
4342,16870,0
2731,14396,0
2979,18004,0
5030,21939,0
971,20159,0
3447,2595,0
1504,5203,0
4911,5180,0
1680,18449,0
1899,8975,0
3302,12498,0
2816,8520,1
1127,17429,0
1100,21524,0
515,11536,0
2468,7589,0
883,279,0
4723,9005,0
3324,20549,0
4831,13324,0
2393,16911,0
3147,16397,0
2547,23445,0
3792,8504,0
2487,18311,0
711,13728,0
4083,3781,0
441,1970,0
3809,19504,0
3080,22063,0
1856,9742,0
3709,8471,1
2344,25880,0
2922,13621,0
134,12149,0
1232,4587,0
4044,2625,0
1584,15798,1
125,14630,0
3866,11275,0
4709,8893,0
3349,7657,0
440,21201,0
1129,1814,0
1590,20210,0
3520,23132,0
731,5561,0
926,1546,0
1564,20760,0
3625,22953,0
3783,5456,0
100,26046,0
3198,16321,0
2319,20563,1
3502,24469,0
2777,8570,0
3412,17,0
4698,19827,0
3058,5994,0
706,26223,0
1550,11468,0
3354,1544,0
3332,8189,0
3964,18857,0
4087,8550,0
822,21006,0
263,10149,0
4572,13798,0
70,6240,0
1200,26053,0
4459,16544,0
1933,9205,0
4456,22833,0
2972,19760,0
906,1897,0
5140,1139,0
341,23493,0
1240,8220,0
2761,16994,0
2261,14785,0
4447,22750,0
5035,20606,0
2952,1420,0
1277,23607,0
3274,12200,0
1506,26122,0
4968,13566,0
1737,20473,0
874,18861,0
2924,23525,0
4429,13213,1
3971,2758,0
5303,23272,0
5017,1029,0
1480,22985,0
20,18759,0
5139,6229,0
4069,13799,0
3686,19609,0
3560,3121,0
1950,3902,0
525,5071,0
1122,3922,0
3841,10144,0
609,3456,0
1298,9406,0
5038,25237,0
2363,21989,0
2076,11159,0
5179,3191,0
4360,7569,1
1913,125,0
4435,3043,0
1892,11814,0
5280,26594,0
2584,14884,0
1507,15577,0
2364,15803,0
0,18504,0
3542,23670,0
2141,19195,0
2878,20078,0
3375,16708,0
536,13835,0
1528,14508,0
4735,262,0
2932,15011,0
387,16465,0
1308,9713,0
4241,19804,0
3023,14931,0
2111,23252,1
4707,10108,0
734,2884,0
4255,5875,0
1481,12855,0
960,23729,0
4847,270,0
1394,525,0
3342,12484,0
2778,7987,0
1830,15341,0
4316,1364,0
3259,18773,0
1340,22292,0
1349,4101,0
2490,9811,0
4206,12652,0
1926,23806,0
116,24810,0
2998,22931,0
2114,5,0
567,20225,0
138,7063,1
4644,5121,1
2959,15198,0
3886,10812,0
1496,16252,0
2199,7924,0
3371,14480,0
3410,8905,0
255,26023,1
1184,17948,0
957,5919,0
5072,11950,0
335,26645,0
4876,7005,0
929,20388,0
2129,13718,0
3242,317,0
1553,3586,0
4613,21648,0
1832,17424,0
642,19635,1
3973,17589,0
1405,6810,0
2657,16386,0
4059,12185,0
1953,6992,0
1186,3058,0
272,19108,1
4886,5777,0
5272,12691,0
1651,23161,0
4816,11874,0
1268,24500,0
4881,14472,0
234,19293,0
2523,6348,0
4340,19588,0
2174,15260,0
3015,4323,0
5161,10362,0
1230,10430,0
1758,14509,0
4579,19111,0
2088,21419,0
2948,10205,0
524,4697,0
3478,14602,0
3939,6094,0
2332,15888,0
5288,12375,0
882,20242,0
3591,3917,0
5189,24081,0
4262,2091,0
3510,5774,0
2270,23481,0
2876,8363,0
2986,13128,0
2337,18498,0
3763,25347,0
3742,5344,0
689,15941,0
1605,20950,0
2554,21073,0
2047,8351,0
4766,8543,0
1983,20468,0
1721,8711,0
2891,22082,0
361,24737,0
1688,13925,0
1591,7992,0
2263,15426,0
2651,18295,0
4973,3790,0
5177,15764,0
867,23963,0
2240,18750,0
426,11442,0
942,7051,1
3168,11995,0
2910,12330,0
51,25257,0
3857,2939,0
4072,9533,0
506,111,0
2213,16766,0
2385,10122,0
771,10737,0
4745,6894,0
5104,26572,0
4259,15994,0
3369,13118,0
4398,13078,0
4960,10024,0
860,11924,0
2569,16407,0
4097,19776,0
3805,2360,0
1036,5980,0
4592,24796,0
3626,25757,0
5089,1862,0
2040,11925,0
3585,15670,0
910,23751,0
4675,19700,0
2349,19597,0
3717,11301,0
5305,13452,0
3036,14369,0
2844,12398,0
696,18170,0
5120,4093,0
309,3445,0
4281,859,0
742,17271,0
4186,4975,0
371,10986,0
3476,20527,0
1302,12535,1
3208,16383,0
3267,11801,0
1139,16685,0
2149,17792,1
4931,22551,0
2200,19173,0
2025,20646,0
4503,12500,0
115,17510,0
2494,1178,0
1228,17605,0
3961,8865,0
1397,2324,0
4719,8034,0
683,18068,0
493,9154,0
2335,20289,0
4172,20257,0
669,2802,0
2741,7460,0
422,4621,0
5052,1987,0
580,3544,0
1484,14336,0
5224,25098,0
4728,11168,0
4943,1584,0
3624,12893,0
5273,10562,0
2803,15317,1
222,15344,0
3669,11586,0
4561,18473,0
4325,17787,0
951,16661,0
290,6940,0
2423,22042,0
2323,23268,0
2588,10497,0
3117,4038,0
4130,16140,0
2950,17275,0
3612,25011,0
5311,11048,0
804,8059,0
2529,7618,0
3949,7615,0
4021,6156,0
308,7651,0
19,21260,0
3616,10546,0
1124,9418,0
13,8108,0
30,9788,0
5195,21673,0
5067,2696,0
900,25482,0
2125,21307,0
1663,21039,0
508,21606,0
1454,16051,0
4115,26301,0
922,13371,0
4326,8954,0
4863,25333,0
5121,6653,0
1401,23350,0
2086,1316,0
4257,9520,0
3734,2200,1
2875,21504,0
3278,23656,0
785,5802,0
589,21554,0
3171,21123,0
4106,4328,0
4002,10532,0
509,7689,0
4505,3655,0
3226,16961,0
4715,21177,0
4632,7788,0
2098,12959,0
1970,14721,1
5281,24236,1
1079,22308,0
592,4504,0
4507,5391,0
4669,17087,0
1358,11408,0
4434,26707,0
2050,25048,0
2427,257,0
4159,17240,0
3292,6618,0
5083,5174,0
3209,12795,0
3695,23829,0
3093,10119,0
4692,23406,0
1988,19899,0
214,6945,0
1791,12062,0
2085,15337,0
3107,10199,0
3287,6660,0
1192,8587,0
512,1348,0
2597,5873,0
2143,17160,0
2262,7972,0
4354,24687,0
1453,11919,0
4664,19668,0
1733,10304,0
453,24470,0
1580,8531,0
4944,7256,0
2527,14041,0
2829,20928,0
5238,21277,0
4815,21309,0
4570,22046,0
4969,13391,0
2206,11498,0
4807,5573,0
4987,13103,0
4253,1748,0
3921,5773,0
2461,24661,0
3488,16585,0
420,25951,0
2838,12737,0
4654,12468,0
2561,13960,0
2526,26664,0
1071,11141,0
1077,14298,0
1193,23199,0
4666,9371,0
3473,11359,0
3215,3351,0
2162,20102,0
3116,18675,0
4839,2282,0
3673,7977,0
5151,19024,0
2415,25198,0
2603,12296,0
4071,8169,0
3532,17273,0
2629,11245,0
64,1753,0
902,25475,0
2445,25344,0
1365,6965,0
3791,3840,0
621,12121,0
3065,16558,0
657,6330,0
4053,3682,0
195,17290,0
1180,11495,0
2331,17713,0
1572,191,0
695,24432,0
758,14011,0
2177,13694,0
4567,18640,0
2524,6281,0
2471,26140,0
4364,22378,0
1174,15912,0
2027,22339,0
3217,13279,0
3668,18965,0
1372,25737,0
2968,19227,0
2827,18446,0
1462,1191,0
1112,20532,0
756,25342,0
1606,15700,0
4389,13826,1
2210,5683,0
4033,19183,0
3174,1269,0
2624,23227,0
5284,442,0
3969,17949,0
2004,20118,0
630,20071,0
4623,7231,0
3879,9563,0
835,14894,0
3268,7772,0
814,11111,0
4902,11757,0
4967,19311,0
1226,21768,0
2630,18307,0
4212,22182,0
2688,20558,0
2552,20575,0
4417,3012,0
2644,23306,0
5255,6124,0
4756,23477,0
411,13464,0
2243,5820,0
4774,6074,0
924,18510,0
4464,18707,0
2095,22980,0
1500,15321,0
3911,16923,0
239,6613,0
2649,11242,0
3166,18280,0
1040,3725,0
990,5610,0
4400,4466,0
4687,23665,0
5285,16579,0
2704,22405,0
4842,22365,0
2628,1722,0
1111,3050,0
2812,22612,0
1216,25556,0
1090,11146,0
236,3723,1
2770,4210,1
2179,2728,0
322,12524,0
3204,7118,0
4953,15689,0
1289,15536,0
2500,13688,0
724,10947,0
137,7519,0
3958,7386,0
2509,3371,0
5068,17910,0
1331,24744,0
3085,20397,0
107,22545,0
4898,1633,0
818,10636,0
1512,302,0
3795,861,0
1820,18849,0
316,15928,0
35,1794,0
2448,18684,0
5105,22020,0
2022,10503,0
5047,7973,0
2258,13883,0
815,17793,0
2402,550,0
3829,3521,0
1391,15097,0
4922,11165,0
3130,14277,0
4366,10014,0
48,217,1
2862,20956,0
5218,11046,0
2260,1097,0
254,10687,0
3073,1213,0
4041,9792,0
751,18915,0
3832,19302,0
4298,25067,0
958,14170,0
4657,8211,0
4082,8978,0
2787,26002,0
1224,9886,0
1738,7241,0
4548,7999,0
2615,6457,0
5216,10974,0
799,21974,0
2361,6747,0
2253,189,0
728,5634,0
2110,19172,0
2193,21771,0
2313,6436,0
5156,23243,0
1428,8658,0
956,24839,0
2053,289,0
4286,6838,0
4924,24129,0
2735,14111,0
2834,18661,1
3619,19082,0
4151,7069,1
2971,6680,0
4853,22185,0
1952,20505,0
397,8088,0
4436,20371,0
2873,7381,0
4147,5393,0
3032,21320,0
2792,553,0
717,21747,0
980,10212,0
4877,9487,0
698,12246,0
192,1576,0
5325,3534,0
230,6186,0
3475,3088,0
2107,6388,0
3123,15107,0
4683,1741,0
1684,20653,0
4225,13402,0
5141,12909,0
2632,4498,0
77,9183,0
474,6974,0
3006,10583,0
4141,23405,0
4319,14434,0
3807,10958,0
1975,4774,0
1973,26643,0
3889,13831,0
4215,13918,0
3289,2048,0
4475,11699,1
3175,1828,0
1864,21101,0
5265,9893,0
3011,13246,0
2172,24115,0
1048,23936,0
4618,19331,0
1323,25959,0
3318,24341,0
1581,8495,0
87,10115,0
2627,19699,0
4826,1607,0
2118,7351,0
2634,4624,0
624,19461,0
2372,8429,0
2182,14050,0
4628,18452,0
2514,16743,1
1294,11025,0
2918,9961,0
1754,19613,0
1549,5656,0
2017,2392,0
4795,22459,0
266,15604,0
2883,1764,0
3848,2674,0
1093,12710,0
1540,14688,0
4129,7549,0
3876,16456,0
5163,16361,0
3760,4788,0
460,24616,0
2636,16995,0
2211,26101,0
2977,2627,0
1510,3435,0
4689,18748,0
4535,25970,0
2024,21088,0
2600,17206,0
2301,12186,0
2217,18401,0
4367,1259,0
2550,26189,0
1067,10856,0
831,11119,0
106,23872,0
1815,5550,0
4518,5849,0
664,16573,0
2286,19772,0
687,25618,0
1066,11459,0
26,13556,0
4556,5787,0
4650,17994,1
855,4581,0
1756,15148,0
3509,25304,0
1293,4218,0
2397,21146,0
5116,26462,0
1633,22950,0
4799,22218,0
2594,8436,0
331,15544,0
3061,11217,1
1576,6964,0
2767,8133,0
3594,6132,0
4925,20693,0
3811,20208,0
3364,1444,0
4573,6154,0
5040,23089,0
1689,6319,0
4971,2303,0
4611,12887,0
1387,6223,0
360,4904,0
5053,17824,0
3322,21579,0
144,25263,0
226,511,0
1624,95,0
4700,16300,0
1034,4616,1
1098,14577,0
3815,14835,0
5234,23962,0
5143,4884,0
4937,14879,0
4868,20240,0
3628,14142,0
1922,11988,0
4472,16571,0
2437,24167,0
3489,2301,0
5259,19722,0
1511,6145,0
3471,24190,0
2279,10004,0
4197,25064,0
425,14271,0
5306,13528,0
382,12444,0
1943,3894,0
3306,12321,0
1432,15846,0
803,18512,0
4291,14201,0
2921,7383,0
105,16776,0
978,2465,0
3307,25187,0
2289,16086,0
737,23289,0
4012,4408,0
4369,17864,0
3115,21638,0
2133,3125,0
184,18015,0
2980,13491,1
3183,6764,0
2316,15921,0
3633,22173,0
2563,4267,0
2686,8089,0
5021,5912,0
4635,5030,0
2255,25054,0
4010,25180,0
2184,14792,0
96,19795,0
4350,2318,0
4385,20673,0
1392,11594,0
614,19511,0
318,18852,0
686,10647,1
5059,20094,0
4482,11257,0
5294,3092,1
1114,23793,0
2474,22409,0
269,9002,0
3860,218,0
1449,13033,0
4445,13095,0
5198,1452,0
1378,12809,0
1630,2309,0
3326,23930,0
2080,26250,0
3227,11209,0
3547,833,0
1130,23309,0
4474,11687,0
267,23232,1
3888,6950,0
1662,11355,0
2041,12006,0
4934,11717,0
3781,8845,0
954,8447,0
4712,886,0
5131,13337,0
1866,8271,0
3962,3875,0
3084,20589,0
1887,19354,0
2546,18901,0
5268,8112,0
1420,26334,0
4519,11186,0
2408,25168,0
17,23827,0
1809,8251,0
2039,25669,0
2694,3401,0
4105,25367,0
1189,21034,1
1142,15170,1
940,16818,0
4607,2639,0
2049,15419,0
2432,1027,0
3738,6815,0
4137,3736,0
953,10597,0
1574,13141,0
95,11361,0
1778,24276,0
4547,8669,0
3978,3354,0
5132,6958,0
2519,1774,0
1489,20450,0
793,14217,0
2678,23085,0
2131,12329,0
3997,8575,0
3697,9458,0
4150,12763,0
652,1885,0
3082,3760,0
3684,15027,0
2510,10256,1
2620,5567,0
4312,18601,1
830,18740,0
5276,15752,0
1250,8267,0
2991,24619,0
2380,9088,0
18,24857,0
1050,20776,0
3999,749,0
3827,22872,0
4810,1973,0
3838,12177,0
2706,3508,0
1871,9787,0
2810,22782,0
4231,2704,0
4220,3550,0
4014,21738,0
1836,24164,0
129,14471,1
194,15680,0
4584,20923,0
2442,23707,0
3721,24300,0
1675,5733,0
962,19246,0
2378,25003,0
4397,2863,0
2684,9353,0
521,6879,0
3131,26040,0
1351,8469,0
2221,11086,0
1852,1644,0
4405,20651,0
3293,19182,0
4813,22375,0
1450,6187,0
1531,25358,0
3731,9562,0
859,4871,0
409,13708,0
4866,12731,0
2758,15454,0
4189,3757,0
2538,13040,0
1325,14592,0
4869,7733,0
1204,7645,1
4775,23000,0
1803,17537,0
1508,3357,0
4500,4637,0
4936,293,0
3656,5785,1
2192,3836,0
4772,7384,0
1267,20347,0
4782,21741,0
2784,22829,0
2090,11183,0
3740,11900,0
4473,2188,1
3457,13125,0
4372,15493,0
3865,13868,0
1805,6515,0
2591,20548,1
2783,7885,0
2120,6667,0
200,14604,0
3942,21690,0
2578,7371,0
3512,10585,0
2915,18321,0
2805,17849,0
2887,3386,0
1045,14613,0
220,9586,0
357,6118,0
5007,2648,0
3652,21403,0
1797,3578,0
1016,15992,0
1118,6948,0
1318,21095,0
4382,10464,0
4368,19351,0
3276,8804,0
42,1508,0
2422,19617,0
4240,13554,0
3775,14802,0
4830,6858,0
3429,19545,0
4941,21819,0
5301,20145,0
268,9782,0
2197,20299,0
3275,10519,0
626,24243,0
4152,21518,0
1984,3097,1
628,5498,0
4909,24937,0
2820,26562,0
875,9768,0
4005,24545,0
1177,3545,0
1711,23420,0
2212,9862,0
4216,6781,0
1769,14856,0
1524,2183,0
4785,15781,0
201,1776,0
1019,15055,0
4834,19090,0
1271,9408,1
2846,3214,0
1967,12705,0
478,21592,0
4874,21763,0
5095,2007,0
5115,14020,1
4511,20911,0
4532,1567,0
1461,12633,0
1547,2352,0
1131,15359,0
2483,10112,0
2310,4332,0
4290,11247,0
2960,12394,0
1385,21619,0
5316,13376,0
2256,12092,0
5271,24782,0
2137,12335,0
1829,17882,0
801,13061,0
4062,2612,0
3105,12250,0
4514,22412,0
2444,18758,0
5339,22535,0
1767,17394,0
3409,10787,0
481,12291,0
5004,19361,0
1324,25568,1
5291,5369,0
4481,2668,0
2373,11540,0
118,19241,0
4528,22438,0
2719,5061,0
1771,23361,0
3482,19491,1
749,9125,0
4043,19104,0
417,23668,0
111,20582,0
5320,1136,0
4219,17884,0
3872,8321,0
608,17957,0
4051,15739,0
3506,16746,0
5049,25122,0
43,13478,0
4587,2904,0
510,8068,0
3940,12871,0
1434,25838,0
2582,11783,0
4467,5282,0
4703,25987,0
1509,1329,0
1342,25090,0
5055,3659,0
3112,4214,0
2889,15495,0
2195,10040,0
4878,4167,0
2819,22102,0
2613,8375,0
3465,7283,0
2505,3692,0
4018,17202,0
3891,12350,0
1266,13251,0
4778,7811,0
543,14149,0
1011,22451,0
5300,20265,0
3467,2749,0
1116,8293,0
2318,4086,0
832,17463,0
216,23778,0
3265,665,0
4833,17233,0
3516,22800,0
3523,4794,0
1784,15193,0
807,25622,0
1658,3933,0
986,14098,0
4460,15629,0
2357,12614,0
3282,15242,0
2874,23347,0
4024,20901,0
119,9735,0
4055,3162,0
3051,10834,0
3747,23800,0
2306,20376,1
881,13250,0
2865,4233,0
847,6752,0
857,5320,0
4522,12422,0
885,8916,0
2881,25957,0
1263,12084,0
1464,20836,0
4407,18371,0
3106,11332,0
1762,19424,0
1176,10861,0
1135,12202,0
92,6542,0
396,11430,0
2056,24610,0
4136,21543,0
4476,9717,0
108,5333,0
2936,21838,0
3666,19210,0
342,4251,0
708,16696,0
3965,21938,0
253,17293,0
4006,11857,0
4983,19851,0
1753,10822,0
535,3328,0
2536,23615,0
4787,6884,0
3794,17341,0
3719,22512,0
1075,9361,0
5217,13311,0
1850,8886,0
959,25262,0
4182,15554,0
4634,3247,0
2007,19764,1
2281,14800,0
4266,15061,0
4335,15767,0
27,15819,0
1381,5289,0
74,22367,0
421,22429,0
1812,1705,0
825,11696,0
4981,10313,0
2161,4836,0
3906,22751,0
1668,20890,0
367,25306,0
2905,4033,0
4672,14420,1
2667,24242,0
4310,4023,0
167,26242,0
1775,4892,0
1990,5944,1
3164,21675,1
4209,2829,0
4789,3432,0
2534,19309,0
1476,11428,1
4258,4385,0
3142,4444,1
1661,19114,0
3534,13530,0
4040,6932,0
4203,23820,0
2135,2111,1
590,12128,0
4269,9270,0
2825,21318,0
4803,3501,0
3538,13773,0
1,20811,1
2951,4355,0
850,17564,0
5220,25472,0
925,13600,0
1145,10038,0
295,10167,1
1747,20156,0
3235,13396,0
5187,5794,0
1727,26159,0
4309,11993,0
5250,10837,0
1357,10360,0
2513,20764,0
257,24956,0
1219,9749,0
1635,25428,0
4990,18179,0
1380,24042,0
2139,19842,0
4959,11014,0
432,20865,0
2346,13913,0
4856,7046,0
3836,18503,0
1568,24245,0
1609,5982,0
492,8357,0
2081,5686,0
2282,13746,0
2962,10296,0
563,24882,0
196,6602,0
1931,17285,0
5337,9516,0
4970,13836,0
3434,22484,0
913,15694,0
37,9367,0
3197,7387,0
3828,15793,0
658,3489,0
789,13287,0
2072,19397,0
1087,21720,0
4569,10475,0
2926,22747,0
3304,4844,0
3706,8807,0
1919,23847,0
4299,17335,0
2266,12409,1
3992,9209,0
3308,15965,0
3882,23245,0
754,4077,0
3202,3709,0
3280,15023,1
3897,14648,0
2530,21679,0
4148,5761,0
3646,13534,0
5309,5272,0
3345,23864,0
3128,12685,0
4301,18122,0
3500,2217,0
303,21844,0
597,13038,0
3321,17028,0
681,2163,0
4173,14444,1
2575,416,0
2836,19906,1
3864,7153,0
185,21351,0
901,25753,0
3715,12307,1
2947,10,0
549,20767,0
1683,26560,0
1368,18043,0
3430,15748,0
89,21111,0
2711,17090,1
344,5239,0
757,18837,0
4781,6216,0
49,23,0
165,13124,0
3753,3507,0
1783,889,0
622,4689,0
2121,15948,0
3621,8860,0
4721,11151,0
2941,16474,0
5117,12517,0
3303,21361,0
2482,18670,0
629,26541,0
3431,6259,0
2075,16824,0
3223,25200,0
3365,5926,0
2752,18265,0
969,14950,0
4667,19925,0
4676,19026,0
4606,14563,0
5321,15018,0
712,26351,0
1542,10291,0
209,9679,0
4179,9638,0
4681,21215,0
1902,22062,0
2074,13264,0
4017,17460,0
739,11531,0
4446,17232,0
2676,7282,0
1297,2795,1
3486,1184,1
4608,10282,0
4749,16422,0
3810,11678,0
3816,13233,0
114,11848,0
4169,16883,0
2677,24952,0
5324,11063,0
1147,983,0
4880,24841,0
1598,8776,0
3683,24454,0
1954,26578,1
3635,7055,0
1001,7019,0
4327,3077,0
1315,1511,0
164,24543,0
1108,14818,0
1831,17591,0
72,22671,0
1360,13379,0
174,4667,0
4790,21782,0
2418,2281,0
1041,24107,0
1223,17288,0
656,16781,0
4678,25285,0
4642,19872,0
3632,1193,0
2652,21382,0
4127,4636,0
1748,21454,0
4324,24650,0
562,26209,1
3305,3393,0
3186,7314,0
1467,982,0
3595,1437,0
4797,12154,0
4339,18624,0
2673,9057,1
4210,15069,0
1713,2438,0
3218,3920,0
3344,12739,0
967,8045,0
3456,24534,0
4064,26512,0
4131,26398,0
1492,4515,0
4560,10881,0
3031,8391,0
1765,26059,0
471,7272,0
3087,11410,0
4899,14395,0
1749,14727,0
2710,11733,0
1208,17393,0
68,5699,0
1685,7482,0
4345,4345,0
5242,2073,0
4123,490,0
102,13891,0
2359,3165,0
5167,22165,0
4812,6707,1
3607,21083,0
4418,211,0
1447,26052,1
3844,22998,0
2908,1930,0
2424,17213,0
3143,22834,0
2619,11116,0
305,5643,0
148,121,0
2940,16495,0
1002,22746,0
715,11722,0
2116,25272,0
5020,3268,0
3416,17236,0
3428,24643,0
1656,4182,0
1058,17937,0
3320,12203,0
4978,23509,0
4543,26614,0
1348,19229,0
4085,15338,1
1613,11653,0
2100,15931,0
2840,6918,0
558,3728,0
5034,11414,0
2011,17019,0
4512,11062,0
3786,20384,0
8,19347,1
4907,20022,0
4779,3551,0
1900,14087,1
5275,25841,0
4764,21502,0
5108,17128,0
1099,2045,0
3770,25551,0
844,22726,0
4158,13666,0
1431,4367,0
2760,14394,0
2158,25174,0
2152,16965,1
3956,20883,0
3639,1749,0
1175,24408,1
1422,25493,0
2708,9042,0
2831,1305,0
2995,19320,0
458,23319,0
4376,21568,0
1304,4404,1
498,14560,0
760,10878,0
3244,3056,0
3922,24623,0
451,14242,0
12,4298,0
2358,12442,0
4439,60,0
3739,4967,0
4977,1033,0
1190,24872,0
735,17944,0
1653,19375,0
1596,23819,0
1261,9465,0
1986,14681,0
2849,17397,0
4777,13021,0
3535,26454,0
4384,17907,0
5051,5069,0
2190,560,1
3148,25952,0
1026,12832,0
1479,23045,0
2666,2656,0
5113,5429,0
4773,8593,0
824,14798,0
1629,26655,0
461,913,0
1159,6912,0
1379,1441,1
4639,13449,0
2470,6855,0
5318,9283,0
5039,10675,0
3481,26616,0
2493,14328,0
670,4522,0
938,21341,0
948,5354,0
1482,15894,0
2144,3895,0
3675,25579,0
5207,18471,0
4126,23417,0
1086,8532,0
2451,25163,0
2999,7799,0
3353,12272,0
1319,15290,0
4722,4500,0
3008,22822,0
2250,3740,0
2931,23466,0
3658,22862,0
75,15834,0
2033,12853,0
2515,24865,0
2060,2691,0
721,9478,1
3622,13109,0
5313,13669,0
2155,2478,0
3761,22969,0
